Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”,Name: “Table 1 of 1 on page 1 of 2”
Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1,Table: 1
,,,,,,,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2011","VIRGINIA, 2011",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"101,032","67,905","22,216","10,911","102,525","69,503","22,015","11,007",12.7,11.8,13.2,19.7
PLANNING DISTRICT 1,560,546,6,8,926,906,7,13,9.9,10.1,1.8,21.5
LEE COUNTY,2,2,,,267,267,,,10.6,11.2,,
SCOTT COUNTY,1,1,,,205,201,,4,8.9,8.8,,37.4
WISE COUNTY,203,200,3,,396,383,7,6,9.5,9.8,3.0,26.4
