Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”,Name: “Table 1 of 1 on page 2 of 2”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,
,,,,TABLE 1,TABLE 1,,,,,,,
TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,TOTAL LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,
"WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION","WITH RESIDENT LIVE BIRTH RATES PER 1,000 TOTAL PROJECTED POPULATION",,
,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,
,,,,"VIRGINIA, 2010","VIRGINIA, 2010",,,,,,,
PLANNING DISTRICT,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,NUMBER OF TOTAL LIVE BIRTHS,,,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,TOTAL LIVE BIRTHS BY PLACE OF RESIDENCE,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,"RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION","RATES PER 1,000 TOTAL POPULATION"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
COMMONWEALTH OF VIRGINIA,"101,202","67,817","22,593","10,792","102,934","69,524","22,442","10,968",12.9,11.9,13.7,20.4
PLANNING DISTRICT 12,"1,538",930,556,52,"2,482","1,749",669,64,10.0,9.4,11.1,28.5
FRANKLIN COUNTY,242,211,27,4,512,480,25,7,9.1,9.5,5.1,12.5
HENRY COUNTY,,,,,506,395,94,17,9.3,9.5,7.6,39.2
PATRICK COUNTY,1,1,,,173,159,11,3,9.4,9.2,9.5,23.8
PITTSYLVANIA COUNTY,5,5,,,508,391,110,7,8.0,8.0,7.7,18.4
DANVILLE CITY,793,411,358,24,557,222,312,23,12.9,10.4,14.8,40.1
MARTINSVILLE CITY,497,302,171,24,226,102,117,7,16.4,14.1,18.2,39.8
PLANNING DISTRICT 13,674,345,307,22,832,458,360,14,9.6,9.2,10.0,19.4
BRUNSWICK COUNTY,2,,2,,162,60,100,2,9.3,8.3,9.9,16.8
HALIFAX COUNTY,404,237,165,2,365,229,134,2,10.1,10.2,9.9,7.5
MECKLENBURG COUNTY,268,108,140,20,305,169,126,10,9.3,8.4,10.2,29.7
PLANNING DISTRICT 14,416,226,180,10,"1,021",643,351,27,9.8,9.4,9.9,27.7
AMELIA COUNTY,1,1,,,154,120,30,4,12.1,12.5,10.0,34.2
BUCKINGHAM COUNTY,2,2,,,164,111,51,2,9.6,10.2,8.2,15.5
CHARLOTTE COUNTY,9,9,,,112,76,36,,8.9,8.8,9.4,
CUMBERLAND COUNTY,,,,,103,72,29,2,10.2,11.0,8.5,25.3
LUNENBURG COUNTY,,,,,108,64,35,9,8.4,7.8,7.5,97.8
NOTTOWAY COUNTY,,,,,159,97,59,3,10.0,10.4,9.2,17.6
PRINCE EDWARD COUNTY,404,214,180,10,221,103,111,7,9.5,6.8,13.9,22.0
PLANNING DISTRICT 15,"14,309","8,284","4,483","1,542","12,091","6,864","3,808","1,419",12.1,10.5,12.7,30.1
CHARLES CITY COUNTY,,,,,55,27,25,3,7.6,8.9,6.9,5.1
CHESTERFIELD COUNTY,"3,546","2,595",808,143,"3,683","2,447",792,444,11.6,10.7,10.8,32.4
GOOCHLAND COUNTY,,,,,173,131,36,6,8.0,7.6,8.4,19.2
HANOVER COUNTY,"1,810","1,118",632,60,918,783,92,43,9.2,8.9,9.5,21.5
HENRICO COUNTY,"5,586","3,624","1,489",473,"3,890","2,184","1,116",590,12.7,11.5,11.8,26.1
NEW KENT COUNTY,1,1,,,191,159,25,7,10.4,10.3,9.6,17.1
POWHATAN COUNTY,2,2,,,223,207,13,3,8.0,8.7,3.3,12.9
RICHMOND CITY,"3,364",944,"1,554",866,"2,958",926,"1,709",323,14.5,10.3,16.0,44.6
PLANNING DISTRICT 16,"4,061","3,167",645,249,"4,319","3,301",744,274,13.2,13.1,11.7,23.3
CAROLINE COUNTY,3,2,1,,363,277,78,8,12.7,14.4,8.9,15.7
KING GEORGE COUNTY,3,3,,,305,246,49,10,12.9,13.2,11.0,19.8
SPOTSYLVANIA COUNTY,224,182,27,15,"1,595","1,266",220,109,13.0,12.9,10.9,26.3
STAFFORD COUNTY,474,357,93,24,"1,671","1,282",286,103,13.0,12.9,12.0,18.6
FREDERICKSBURG CITY,"3,357","2,623",524,210,385,230,111,44,15.9,13.3,18.5,42.3
PLANNING DISTRICT 17,11,8,3,,459,265,174,20,9.1,7.5,12.1,41.6
LANCASTER COUNTY,8,6,2,,100,50,48,2,8.8,6.2,14.8,23.0
NORTHUMBERLAND COUNTY,1,1,,,103,62,36,5,8.4,6.9,11.2,72.5
RICHMOND COUNTY,1,,1,,75,39,32,4,8.1,6.2,11.1,46.5
WESTMORELAND COUNTY,1,1,,,181,114,58,9,10.4,9.4,11.4,37.7
PLANNING DISTRICT 18,16,8,7,1,914,724,153,37,10.1,9.8,9.7,25.4
ESSEX COUNTY,7,2,5,,142,75,61,6,12.7,11.4,13.9,29.9
GLOUCESTER COUNTY,6,3,2,1,359,318,26,15,9.7,9.7,7.6,26.7
KING AND QUEEN COUNTY,,,,,66,39,23,4,9.5,8.2,11.3,27.6
KING WILLIAM COUNTY,3,3,,,203,172,24,7,12.7,13.7,8.0,17.7
MATHEWS COUNTY,,,,,63,54,5,4,7.0,6.7,5.8,57.1
MIDDLESEX COUNTY,,,,,81,66,14,1,7.4,7.5,6.9,12.2
PLANNING DISTRICT 19,"1,361",543,783,35,"2,230","1,021","1,103",106,12.9,11.3,13.8,34.4
DINWIDDIE COUNTY,,,,,233,157,71,5,8.3,8.6,7.5,19.7
GREENSVILLE COUNTY,1,,1,,135,43,81,11,11.0,9.0,11.0,146.7
PRINCE GEORGE COUNTY,1,1,,,344,228,102,14,9.6,10.1,8.4,14.3
SURRY COUNTY,2,2,,,57,29,26,2,8.1,7.9,7.8,37.0
SUSSEX COUNTY,,,,,95,39,53,3,7.9,8.0,7.5,34.1
COLONIAL HEIGHTS CITY,,,,,238,167,57,14,13.7,11.3,29.8,19.6
EMPORIA CITY,,,,,44,5,39,,7.4,2.4,10.3,
HOPEWELL CITY,3,1,2,,385,187,176,22,17.0,14.0,19.8,59.5
PETERSBURG CITY,"1,354",539,780,35,699,166,498,35,21.6,29.0,19.0,75.4
PLANNING DISTRICT 20,"17,092","9,492","6,382","1,218","16,093","8,942","5,984","1,167",14.0,12.7,15.7,19.8
ISLE OF WIGHT COUNTY,3,1,2,,340,237,93,10,9.6,9.2,10.4,19.4
SOUTHAMPTON COUNTY,1,1,,,144,88,55,1,7.8,7.8,7.8,7.1
CHESAPEAKE CITY,"2,725","1,515","1,078",132,"2,830","1,758",934,138,12.7,12.2,13.6,15.5
FRANKLIN CITY,263,85,175,3,147,47,98,2,17.1,13.6,19.6,18.5
NORFOLK CITY,"6,347","3,090","2,774",483,"3,791","1,614","1,901",276,15.6,13.3,17.3,23.8
PORTSMOUTH CITY,"4,560","2,762","1,478",320,"1,590",601,941,48,16.6,14.6,17.9,24.5
SUFFOLK CITY,"1,277",700,534,43,"1,108",566,499,43,13.1,12.5,13.4,21.6
