,,,,,,TABLE 1,TABLE 1,,,,,,,,,
,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,,,
,"WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44","WITH RESIDENT RATES PER 1,000 POPULATION AND FEMALES AGES 15-44",,,,
,,,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,BY PLANNING DISTRICT AND CITY OR COUNTY,,,,,,
,,,,,,"VIRGINIA, 2002","VIRGINIA, 2002","VIRGINIA, 2002",,,,,,,,
PLANNING DISTRICT,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,,,,,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,LIVE BIRTHS BY PLACE OF RESIDENCE,,,,
AND,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,BY PLACE OF OCCURRENCE,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,NUMBER OF LIVE BIRTHS,"RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 POPULATION","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44","RATES PER 1,000 FEMALES AGE 15-44"
CITY / COUNTY,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER,TOTAL,WHITE,BLACK,OTHER
"COMMONWEALTH OF VIRGINIA 97,390","COMMONWEALTH OF VIRGINIA 97,390","66,922","21,922","8,546","99,235","68,658","21,834","8,743",13.6,12.6,14.7,25.0,61.6,59.4,60.8,92.8
PLANNING DISTRICT 1,736,725,8,3,985,971,10,4,10.7,10.9,3.5,9.8,53.9,54.1,38.8,46.5
LEE COUNTY,2,2,,,243,242,,1,10.4,10.5,,9.4,51.8,52.1,,34.5
SCOTT COUNTY,,,,,215,212,3,,9.3,9.3,13.5,,48.8,48.7,71.4,
WISE COUNTY,280,276,3,1,504,497,4,3,12.1,12.7,1.8,14.1,60.4,60.9,27.8,76.9
NORTON CITY,454,447,5,2,23,20,3,,5.8,5.4,12.0,,27.0,25.4,55.6,
PLANNING DISTRICT 2,522,517,2,3,"1,172","1,154",12,6,10.2,10.3,5.4,12.0,50.8,50.9,41.0,56.6
BUCHANAN COUNTY,100,100,,,234,232,2,,9.0,9.2,2.7,,45.0,45.1,45.5,
DICKENSON COUNTY,2,2,,,166,165,,1,10.2,10.3,,27.8,50.1,50.1,,142.9
RUSSELL COUNTY,33,32,,1,305,303,,2,10.5,10.6,,54.1,52.0,52.2,,250.0
TAZEWELL COUNTY,387,383,2,2,467,454,10,3,10.6,10.7,9.5,7.9,53.7,53.9,52.4,36.1
PLANNING DISTRICT 3,"1,663","1,611",32,20,"2,014","1,943",47,24,10.7,10.6,10.0,30.4,54.9,54.5,54.9,134.8
BLAND COUNTY,1,1,,,55,54,1,,8.0,8.2,3.1,,47.5,47.2,100.0,
CARROLL COUNTY,,,,,296,293,1,2,10.2,10.1,6.8,34.5,53.8,53.6,41.7,133.3
GRAYSON COUNTY,,,,,170,163,7,,10.2,10.1,17.4,,56.7,55.6,118.6,
SMYTH COUNTY,281,268,4,9,320,306,4,10,9.7,9.6,5.4,90.9,49.9,49.2,22.5,625.0
WASHINGTON COUNTY,707,695,6,6,547,538,6,3,10.7,10.7,7.9,15.6,52.7,52.7,42.6,71.4
WYTHE COUNTY,247,236,8,3,325,312,9,4,11.7,11.6,10.8,24.0,57.0,56.4,64.7,114.3
BRISTOL CITY,1,1,,,190,176,10,4,11.1,11.0,9.8,28.4,57.0,57.1,48.5,88.9
GALAX CITY,426,410,14,2,111,101,9,1,16.9,16.8,19.0,11.8,91.9,92.3,90.9,66.7
PLANNING DISTRICT 4,"1,568","1,407",69,92,"1,600","1,429",76,95,9.6,9.2,10.3,23.2,38.9,37.8,39.5,70.3
FLOYD COUNTY,6,6,,,158,155,1,2,11.1,11.1,3.4,80.0,59.1,59.3,18.5,400.0
GILES COUNTY,2,2,,,212,205,4,3,12.4,12.2,14.7,50.8,65.7,64.5,114.3,200.0
MONTGOMERY COUNTY,"1,408","1,266",54,88,779,666,35,78,9.1,8.5,10.4,22.1,34.0,32.0,35.8,66.3
PULASKI COUNTY,152,133,15,4,324,295,22,7,9.2,9.0,10.5,33.7,49.7,48.2,61.3,152.2
RADFORD CITY,,,,,127,108,14,5,8.1,7.7,10.7,18.1,22.1,21.0,28.1,46.3
PLANNING DISTRICT 5,"3,761","3,197",471,93,"2,915","2,426",412,77,11.0,10.7,11.9,20.0,55.1,54.8,54.3,76.8
ALLEGHANY COUNTY,151,146,4,1,156,147,9,,9.2,9.2,9.1,,50.1,50.1,54.2,
BOTETOURT COUNTY,,,,,297,287,9,1,9.5,9.6,7.1,4.0,49.9,50.3,46.6,18.2
CRAIG COUNTY,1,1,,,49,48,,1,9.6,9.4,,50.0,52.1,51.4,,142.9
ROANOKE COUNTY,2,2,,,"1,020",919,64,37,11.9,11.3,18.8,24.2,60.0,58.1,80.7,94.6
COVINGTON CITY,1,1,,,60,54,4,2,9.4,10.1,4.3,28.6,51.2,53.5,26.8,153.8
ROANOKE CITY,"2,720","2,250",392,78,"1,114",773,309,32,11.9,11.7,11.7,19.9,57.5,59.4,52.2,74.1
SALEM CITY,886,797,75,14,219,198,17,4,8.8,8.6,10.7,13.2,41.0,40.5,47.0,44.0
PLANNING DISTRICT 6,"3,123","2,958",131,34,"2,988","2,789",149,50,11.4,11.4,10.5,16.7,51.3,51.6,47.4,46.9
AUGUSTA COUNTY,"1,017",945,60,12,715,692,17,6,10.7,10.8,6.5,20.0,53.6,53.6,48.0,75.9
BATH COUNTY,,,,,35,34,1,,6.9,7.2,3.2,,37.2,38.9,18.5,
HIGHLAND COUNTY,,,,,16,16,,,6.6,6.7,,,43.0,43.2,,
ROCKBRIDGE COUNTY,1,1,,,219,205,10,4,10.5,10.3,15.3,24.8,55.8,54.3,91.7,102.6
ROCKINGHAM COUNTY,16,16,,,913,895,8,10,13.3,13.3,6.8,29.9,64.8,65.2,29.7,107.5
BUENA VISTA CITY,,,,,56,51,3,2,8.9,8.7,8.4,37.0,42.9,42.0,37.5,200.0
HARRISONBURG CITY,"1,845","1,770",59,16,491,433,43,15,12.0,11.9,15.2,9.6,35.5,35.1,49.7,23.0
LEXINGTON CITY,241,223,12,6,33,28,4,1,4.8,4.7,5.4,5.6,22.5,22.1,27.4,18.9
STAUNTON CITY,3,3,,,239,208,27,4,10.1,10.3,8.1,22.2,48.7,50.9,36.6,48.2
WAYNESBORO CITY,,,,,271,227,36,8,13.5,12.7,16.9,41.7,66.6,65.0,67.9,177.8
PLANNING DISTRICT 7,"2,472","2,210",92,170,"2,418","2,145",100,173,12.5,11.7,11.9,99.7,60.1,56.3,59.9,372.8
CLARKE COUNTY,1,1,,,115,102,3,10,8.7,8.3,3.3,109.9,45.6,43.3,20.8,400.0
FREDERICK COUNTY,5,5,,,822,761,28,33,13.1,12.6,13.9,59.6,60.1,58.0,65.6,259.8
PAGE COUNTY,2,2,,,284,278,5,1,12.2,12.3,9.0,9.4,61.4,61.5,57.5,43.5
SHENANDOAH COUNTY,245,216,3,26,412,383,,29,11.3,10.8,,145.0,59.5,56.4,,580.0
WARREN COUNTY,225,204,11,10,437,405,20,12,13.3,13.1,11.6,42.1,62.3,61.4,58.1,157.9
WINCHESTER CITY,"1,994","1,782",78,134,348,216,44,88,14.4,10.3,16.2,176.0,64.0,46.0,75.7,539.9
PLANNING DISTRICT 8,"30,627","21,758","3,812","5,057","30,831","22,042","3,567","5,222",16.1,15.1,15.9,22.9,69.8,68.6,60.5,85.1
ARLINGTON COUNTY,"3,241","2,108",437,696,"2,686","2,077",233,376,14.1,13.6,12.9,20.2,55.8,54.9,50.4,66.4
FAIRFAX COUNTY,"18,159","13,424","1,693","3,042","14,804","10,352","1,392","3,060",14.8,13.8,15.6,19.3,68.5,68.2,59.5,74.6
LOUDOUN COUNTY,"1,685","1,413",126,146,"4,192","3,441",238,513,20.5,20.1,15.6,29.6,83.4,83.5,62.6,97.6
PRINCE WILLIAM COUNTY,"2,279","1,396",502,381,"5,655","3,948","1,054",653,18.1,17.2,16.3,35.8,75.3,75.1,60.9,126.5
ALEXANDRIA CITY,"3,335","1,739",895,701,"2,208","1,170",543,495,16.9,12.6,18.9,55.9,64.8,49.7,69.3,184.2
FAIRFAX CITY,,,,,270,190,23,57,12.2,10.6,18.7,19.3,55.9,51.1,68.0,73.4
FALLS CHURCH CITY,1,1,,,92,73,5,14,8.6,7.8,10.0,17.0,44.4,42.4,39.1,62.8
MANASSAS CITY,"1,927","1,677",159,91,683,586,60,37,18.3,19.3,11.6,20.9,80.3,85.9,48.9,81.9
MANASSAS PARK CITY,,,,,241,205,19,17,22.1,22.8,14.4,28.6,89.7,94.5,55.1,98.8
PLANNING DISTRICT 9,939,796,107,36,"1,788","1,534",196,58,12.5,12.3,11.2,39.4,60.2,59.5,56.0,142.5
CULPEPER COUNTY,384,301,54,29,501,400,71,30,13.6,13.3,11.0,61.9,64.0,62.4,55.6,211.3
FAUQUIER COUNTY,549,489,53,7,729,661,54,14,12.3,12.4,10.3,20.1,57.5,57.7,52.3,73.7
MADISON COUNTY,3,3,,,157,138,16,3,12.1,12.1,11.0,36.6,61.1,61.4,54.2,120.0
ORANGE COUNTY,,,,,324,265,51,8,11.9,11.4,13.2,47.6,61.3,60.1,61.6,190.5
RAPPAHANNOCK COUNTY,3,3,,,77,70,4,3,10.7,10.5,7.5,78.9,57.2,55.2,58.0,375.0
PLANNING DISTRICT 10,"3,159","2,491",520,148,"2,490","2,001",371,118,12.1,11.8,11.8,21.6,51.0,51.5,46.8,59.0
ALBEMARLE COUNTY,11,9,1,1,973,791,106,76,11.9,11.2,13.0,26.0,56.0,54.0,57.2,87.2
FLUVANNA COUNTY,1,,1,,301,257,41,3,13.6,14.3,10.0,26.3,56.1,64.3,30.8,83.3
GREENE COUNTY,4,3,1,,245,230,12,3,15.1,15.3,10.8,24.8,68.5,69.9,48.2,78.9
LOUISA COUNTY,5,4,1,,333,275,54,4,12.3,13.0,9.5,21.5,58.6,61.8,45.5,95.2
NELSON COUNTY,3,3,,,147,126,19,2,10.0,10.1,8.8,30.8,53.9,54.9,45.5,153.8
CHARLOTTESVILLE CITY,"3,135","2,472",516,147,491,322,139,30,11.2,10.2,13.7,14.6,34.9,31.6,48.2,30.0
PLANNING DISTRICT 11,"2,627","1,936",636,55,"2,599","1,964",578,57,11.3,10.7,13.3,23.3,53.5,51.7,58.3,82.1
AMHERST COUNTY,4,3,1,,325,255,65,5,10.2,10.2,9.8,12.3,46.0,46.6,43.6,49.5
APPOMATTOX COUNTY,1,1,,,145,99,45,1,10.6,9.4,14.2,21.7,53.1,49.6,62.3,62.5
BEDFORD COUNTY,5,5,,,573,529,33,11,9.3,9.2,8.4,26.0,46.6,46.5,40.5,101.9
CAMPBELL COUNTY,2,2,,,616,511,96,9,12.0,11.9,12.0,22.6,58.5,59.1,53.9,92.8
BEDFORD CITY,152,127,23,2,53,36,15,2,8.5,7.6,10.4,34.5,47.4,45.2,48.1,200.0
LYNCHBURG CITY,"2,463","1,798",612,53,887,534,324,29,13.7,12.3,16.0,26.0,59.9,55.3,67.6,80.1
,,,,,,[continued],[continued],,,,,,,,,
,,,,,,TABLE 1,TABLE 1,,,,,,,,,
,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,LIVE BIRTHS BY PLACE OF OCCURRENCE AND PLACE OF RESIDENCE BY RACE,,,,
